model,preset,q_idx,q_label,q_text,cand_idx,cand_label,rank,score,sim,z,jacc,lenpen,bm25,mnn
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,D_char_jaccard,0,d52ebdd6c51c,train personnel on proper operational procedures,3978,6918d9132472,1,0.9513952612876893,0.4888518452644348,4.943495273590088,0.1599999964237213,0.4285714328289032,1.0,1
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,D_char_jaccard,0,d52ebdd6c51c,train personnel on proper operational procedures,3211,bf363c434df6,2,0.47863860726356505,0.2996816039085388,2.7239911556243896,0.0891089141368866,0.6363636255264282,0.26207441091537476,1
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,D_char_jaccard,0,d52ebdd6c51c,train personnel on proper operational procedures,4059,966ff254f415,3,0.540787935256958,0.21116474270820618,1.6854368448257446,0.1803278625011444,0.7142857313156128,0.6748585104942322,0
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,D_char_jaccard,0,d52ebdd6c51c,train personnel on proper operational procedures,1844,3e122c78f945,4,0.36592991948127745,0.3044062554836273,2.7794246673583984,0.0535714291036129,0.5714285969734192,0.0,1
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,D_char_jaccard,0,d52ebdd6c51c,train personnel on proper operational procedures,824,b2b3f57d7c91,5,0.3579305410385132,0.10074180364608765,0.3898620009422302,0.19607843458652496,0.7142857313156128,0.45632249116897583,0
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,D_char_jaccard,0,d52ebdd6c51c,train personnel on proper operational procedures,2449,b23da12a1f47,6,0.44456796646118163,0.17818579077720642,1.2984999418258667,0.06382978707551956,0.7142857313156128,0.45632249116897583,1
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,D_char_jaccard,0,d52ebdd6c51c,train personnel on proper operational procedures,3844,9d3455eb929f,7,0.3652033984661102,0.2948909103870392,2.667782783508301,0.02777777798473835,0.8571428656578064,0.0,1
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,D_char_jaccard,0,d52ebdd6c51c,train personnel on proper operational procedures,4855,0e550c83c7ff,8,0.44709067344665526,0.39214980602264404,3.808905839920044,0.09090909361839294,0.4285714328289032,0.0,1
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,D_char_jaccard,0,d52ebdd6c51c,train personnel on proper operational procedures,3595,8639c05835d2,9,0.3575041174888611,0.30584025382995605,2.7962496280670166,0.014705882407724857,0.5714285969734192,0.0,1
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,D_char_jaccard,0,d52ebdd6c51c,train personnel on proper operational procedures,2473,ffc92c458b8c,10,0.3627728700637817,0.31930673122406006,2.954249620437622,0.04444444552063942,0.2857142984867096,0.0,1
