model,preset,_source_basename,f1,precision,recall,coverage
sentence_transformers_sentence_t5_base,A_semantic_only,threshold_sweep_n221.csv,0.4102564102564102,0.4102564102564102,0.4102564102564102,1.0
sentence_transformers_all_mpnet_base_v2,D_zfilter,threshold_sweep_n221.csv,0.40625,0.52,0.3333333333333333,0.6410256410256411
sentence_transformers_sentence_t5_base,J_char_heavy,threshold_sweep_n221.csv,0.4057971014492754,0.4666666666666667,0.358974358974359,0.7692307692307693
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2,I_short_skills_bias,threshold_sweep_n221.csv,0.4054054054054054,0.4285714285714285,0.3846153846153846,0.8974358974358975
sentence_transformers_sentence_t5_base,H_zfilter,threshold_sweep_n221.csv,0.3947368421052631,0.4054054054054054,0.3846153846153846,0.9487179487179488
sentence_transformers_sentence_t5_base,F_recall_first,threshold_sweep_n221.csv,0.3947368421052631,0.4054054054054054,0.3846153846153846,0.9487179487179488
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2,D_zfilter,threshold_sweep_n221.csv,0.3947368421052631,0.4054054054054054,0.3846153846153846,0.9487179487179488
sentence_transformers_sentence_t5_base,B_hybrid_light,threshold_sweep_n221.csv,0.3943661971830985,0.4375,0.358974358974359,0.8205128205128205
sentence_transformers_all_mpnet_base_v2,C_lex_sem_strong,threshold_sweep_n221.csv,0.3896103896103896,0.3947368421052631,0.3846153846153846,0.9743589743589745
sentence_transformers_all_MiniLM_L6_v2,G_mnn_heavy,threshold_sweep_n221.csv,0.3888888888888889,0.4242424242424242,0.358974358974359,0.8461538461538461
sentence_transformers_sentence_t5_base,E_diversity,threshold_sweep_n221.csv,0.3888888888888889,0.4242424242424242,0.358974358974359,0.8461538461538461
sentence_transformers_all_MiniLM_L6_v2,B_hybrid_light,threshold_sweep_n221.csv,0.3888888888888889,0.4242424242424242,0.358974358974359,0.8461538461538461
sentence_transformers_sentence_t5_base,G_mnn_heavy,threshold_sweep_n221.csv,0.3888888888888889,0.4242424242424242,0.358974358974359,0.8461538461538461
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2,C_lex_sem_strong,threshold_sweep_n221.csv,0.3888888888888889,0.4242424242424242,0.358974358974359,0.8461538461538461
sentence_transformers_all_mpnet_base_v2,I_short_skills_bias,threshold_sweep_n221.csv,0.3880597014925373,0.4642857142857143,0.3333333333333333,0.717948717948718
sentence_transformers_all_distilroberta_v1,C_lex_sem_strong,threshold_sweep_n221.csv,0.3846153846153846,0.3846153846153846,0.3846153846153846,1.0
sentence_transformers_all_MiniLM_L6_v2,E_diversity,threshold_sweep_n221.csv,0.3835616438356165,0.4117647058823529,0.358974358974359,0.8717948717948718
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2,G_mnn_heavy,threshold_sweep_n221.csv,0.3835616438356165,0.4117647058823529,0.358974358974359,0.8717948717948718
sentence_transformers_sentence_t5_base,I_short_skills_bias,threshold_sweep_n221.csv,0.3835616438356165,0.4117647058823529,0.358974358974359,0.8717948717948718
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2,J_char_heavy,threshold_sweep_n221.csv,0.3835616438356165,0.4117647058823529,0.358974358974359,0.8717948717948718
sentence_transformers_sentence_t5_base,D_zfilter,threshold_sweep_n221.csv,0.3823529411764705,0.4482758620689655,0.3333333333333333,0.7435897435897436
sentence_transformers_all_mpnet_base_v2,J_char_heavy,threshold_sweep_n221.csv,0.3823529411764705,0.4482758620689655,0.3333333333333333,0.7435897435897436
sentence_transformers_all_mpnet_base_v2,G_mnn_heavy,threshold_sweep_n221.csv,0.3823529411764705,0.4482758620689655,0.3333333333333333,0.7435897435897436
sentence_transformers_all_mpnet_base_v2,F_recall_first,threshold_sweep_n221.csv,0.3823529411764705,0.4482758620689655,0.3333333333333333,0.7435897435897436
sentence_transformers_all_mpnet_base_v2,H_zfilter,threshold_sweep_n221.csv,0.380952380952381,0.5,0.3076923076923077,0.6153846153846154
sentence_transformers_all_MiniLM_L6_v2,F_recall_first,threshold_sweep_n221.csv,0.3783783783783784,0.4,0.358974358974359,0.8974358974358975
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2,E_diversity,threshold_sweep_n221.csv,0.3783783783783784,0.4,0.358974358974359,0.8974358974358975
sentence_transformers_all_mpnet_base_v2,B_hybrid_light,threshold_sweep_n221.csv,0.3768115942028985,0.4333333333333333,0.3333333333333333,0.7692307692307693
sentence_transformers_all_mpnet_base_v2,E_diversity,threshold_sweep_n221.csv,0.3768115942028985,0.4333333333333333,0.3333333333333333,0.7692307692307693
sentence_transformers_all_MiniLM_L6_v2,D_zfilter,threshold_sweep_n221.csv,0.3733333333333333,0.3888888888888889,0.358974358974359,0.9230769230769232
sentence_transformers_all_distilroberta_v1,J_char_heavy,threshold_sweep_n221.csv,0.3714285714285714,0.4193548387096774,0.3333333333333333,0.7948717948717948
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_tsdae_google_bert_bert_base_uncased,C_lex_sem_strong,threshold_sweep_n221.csv,0.368421052631579,0.3783783783783784,0.358974358974359,0.9487179487179488
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2,H_zfilter,threshold_sweep_n221.csv,0.368421052631579,0.3783783783783784,0.358974358974359,0.9487179487179488
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_tsdae_google_bert_bert_base_uncased,J_char_heavy,threshold_sweep_n221.csv,0.368421052631579,0.3783783783783784,0.358974358974359,0.9487179487179488
sentence_transformers_all_MiniLM_L6_v2,H_zfilter,threshold_sweep_n221.csv,0.3661971830985915,0.40625,0.3333333333333333,0.8205128205128205
sentence_transformers_paraphrase_albert_small_v2,C_lex_sem_strong,threshold_sweep_n221.csv,0.3636363636363637,0.4444444444444444,0.3076923076923077,0.6923076923076923
sentence_transformers_all_distilroberta_v1,I_short_skills_bias,threshold_sweep_n221.csv,0.3636363636363636,0.3684210526315789,0.358974358974359,0.9743589743589745
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2,B_hybrid_light,threshold_sweep_n221.csv,0.361111111111111,0.3939393939393939,0.3333333333333333,0.8461538461538461
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2,B_hybrid_light,threshold_sweep_n221.csv,0.361111111111111,0.3939393939393939,0.3333333333333333,0.8461538461538461
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2,B_hybrid_light,threshold_sweep_n221.csv,0.361111111111111,0.3939393939393939,0.3333333333333333,0.8461538461538461
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2,H_zfilter,threshold_sweep_n221.csv,0.361111111111111,0.3939393939393939,0.3333333333333333,0.8461538461538461
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2,G_mnn_heavy,threshold_sweep_n221.csv,0.361111111111111,0.3939393939393939,0.3333333333333333,0.8461538461538461
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2,F_recall_first,threshold_sweep_n221.csv,0.361111111111111,0.3939393939393939,0.3333333333333333,0.8461538461538461
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2,F_recall_first,threshold_sweep_n221.csv,0.361111111111111,0.3939393939393939,0.3333333333333333,0.8461538461538461
sentence_transformers_all_MiniLM_L6_v2,C_lex_sem_strong,threshold_sweep_n221.csv,0.3561643835616438,0.3823529411764705,0.3333333333333333,0.8717948717948718
sentence_transformers_all_MiniLM_L6_v2,I_short_skills_bias,threshold_sweep_n221.csv,0.3561643835616438,0.3823529411764705,0.3333333333333333,0.8717948717948718
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2,E_diversity,threshold_sweep_n221.csv,0.3561643835616438,0.3823529411764705,0.3333333333333333,0.8717948717948718
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2,I_short_skills_bias,threshold_sweep_n221.csv,0.3561643835616438,0.3823529411764705,0.3333333333333333,0.8717948717948718
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2,E_diversity,threshold_sweep_n221.csv,0.3561643835616438,0.3823529411764705,0.3333333333333333,0.8717948717948718
sentence_transformers_sentence_t5_base,C_lex_sem_strong,threshold_sweep_n221.csv,0.3529411764705882,0.4137931034482758,0.3076923076923077,0.7435897435897436
sentence_transformers_all_MiniLM_L6_v2,J_char_heavy,threshold_sweep_n221.csv,0.3529411764705882,0.4137931034482758,0.3076923076923077,0.7435897435897436
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2,I_short_skills_bias,threshold_sweep_n221.csv,0.3529411764705882,0.4137931034482758,0.3076923076923077,0.7435897435897436
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2,D_zfilter,threshold_sweep_n221.csv,0.3529411764705882,0.4137931034482758,0.3076923076923077,0.7435897435897436
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2,D_zfilter,threshold_sweep_n221.csv,0.3529411764705882,0.4137931034482758,0.3076923076923077,0.7435897435897436
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2,G_mnn_heavy,threshold_sweep_n221.csv,0.3513513513513513,0.3714285714285714,0.3333333333333333,0.8974358974358975
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2,J_char_heavy,threshold_sweep_n221.csv,0.3478260869565217,0.4,0.3076923076923077,0.7692307692307693
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2,J_char_heavy,threshold_sweep_n221.csv,0.3478260869565217,0.4,0.3076923076923077,0.7692307692307693
sentence_transformers_paraphrase_albert_small_v2,H_zfilter,threshold_sweep_n221.csv,0.3448275862068965,0.5263157894736842,0.2564102564102564,0.4871794871794871
sentence_transformers_paraphrase_albert_small_v2,I_short_skills_bias,threshold_sweep_n221.csv,0.34375,0.44,0.282051282051282,0.6410256410256411
sentence_transformers_paraphrase_albert_small_v2,D_zfilter,threshold_sweep_n221.csv,0.34375,0.44,0.282051282051282,0.6410256410256411
sentence_transformers_all_distilroberta_v1,B_hybrid_light,threshold_sweep_n221.csv,0.34375,0.44,0.282051282051282,0.6410256410256411
sentence_transformers_all_distilroberta_v1,D_zfilter,threshold_sweep_n221.csv,0.34375,0.44,0.282051282051282,0.6410256410256411
sentence_transformers_all_distilroberta_v1,E_diversity,threshold_sweep_n221.csv,0.34375,0.44,0.282051282051282,0.6410256410256411
