model,preset,q_idx,q_label,q_text,cand_idx,cand_label,rank,score,sim,z,jacc,lenpen,bm25,mnn
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,F_recall_first,0,d52ebdd6c51c,train personnel on proper operational procedures,3978,6918d9132472,1,0.7769470810890198,0.4888518452644348,4.943495273590088,0.1666666716337204,0.4285714328289032,1.0,0
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,F_recall_first,0,d52ebdd6c51c,train personnel on proper operational procedures,3211,bf363c434df6,2,0.3970184028148651,0.2996816039085388,2.7239911556243896,0.0,0.6363636255264282,0.26207441091537476,0
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,F_recall_first,0,d52ebdd6c51c,train personnel on proper operational procedures,4059,966ff254f415,3,0.42809364199638367,0.21116474270820618,1.6854368448257446,0.125,0.7142857313156128,0.6748585104942322,0
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,F_recall_first,0,d52ebdd6c51c,train personnel on proper operational procedures,1844,3e122c78f945,4,0.33297768235206604,0.3044062554836273,2.7794246673583984,0.0,0.5714285969734192,0.0,0
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,F_recall_first,0,d52ebdd6c51c,train personnel on proper operational procedures,3844,9d3455eb929f,5,0.33774805068969727,0.2948909103870392,2.667782783508301,0.0,0.8571428656578064,0.0,0
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,F_recall_first,0,d52ebdd6c51c,train personnel on proper operational procedures,4793,ecfb3bfe17da,6,0.31332480907440186,0.2704676687717438,2.3812286853790283,0.0,0.8571428656578064,0.0,0
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,F_recall_first,0,d52ebdd6c51c,train personnel on proper operational procedures,2449,b23da12a1f47,7,0.32798072695732117,0.17818579077720642,1.2984999418258667,0.0,0.7142857313156128,0.45632249116897583,0
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,F_recall_first,0,d52ebdd6c51c,train personnel on proper operational procedures,3595,8639c05835d2,8,0.3344116806983948,0.30584025382995605,2.7962496280670166,0.0,0.5714285969734192,0.0,0
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,F_recall_first,0,d52ebdd6c51c,train personnel on proper operational procedures,4767,501c21443889,9,0.3346104919910431,0.32032477855682373,2.9661941528320312,0.0,0.2857142984867096,0.0,0
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,F_recall_first,0,d52ebdd6c51c,train personnel on proper operational procedures,402,b7acc0bf3a51,10,0.4040258228778839,0.3825972378253937,3.6968271732330322,0.0,0.4285714328289032,0.0,0
